Username	Fullname	Followed by you	Is verified	Profile URL	Avatar URL
factsteller_	Factsteller	TRUE	FALSE	https://www.instagram.com/factsteller_	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/355158008_1451542692052641_1515429723213210960_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=YLvuXM2RYcYQ7kNvgEpTzJs&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYC8al0fe3PVY2dVQXbpaqWjdqKzRiBFCHYi5sxHx-otcg&oe=6657D784&_nc_sid=0055be
nasawallops	NASA's Wallops Flight Facility	TRUE	TRUE	https://www.instagram.com/nasawallops	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/52494654_571931669956856_170605605759746048_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=6UokrSH4-nYQ7kNvgHmqiK1&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYD2DnSKjQ9zVaU_--zf1YVUYmLeaywY6Y65pW_mJXsSEg&oe=665800E3&_nc_sid=0055be
kalyanipriyadarshan	Kalyani Priyadarshan	TRUE	TRUE	https://www.instagram.com/kalyanipriyadarshan	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/297831983_508441977756606_1384707081421831933_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=XnSSF4-D3O8Q7kNvgHyhp6j&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYAi9Q7uNoupWDsFKycZ5r2mXtqfzvYSOJFCyPupm35vPg&oe=6657E5EA&_nc_sid=0055be
naise.in.artist._	Hoga NAISE to machega NOISE	TRUE	FALSE	https://www.instagram.com/naise.in.artist._	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/438464804_447515077663002_514533131068319352_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=DLifBXafb-UQ7kNvgHq2yzb&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYAd5d7aC2b-MCK0nH2d-qhGMGyDXwV0m6G_uNwB7V1tMQ&oe=6657DA7F&_nc_sid=0055be
the.language.boy		TRUE	FALSE	https://www.instagram.com/the.language.boy	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/296248425_738506227449056_3972290486245759568_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=5KRTzW343soQ7kNvgHZsAxB&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYA-wv0A0Zov1n4QPA7_vrmIdtGjk3EyfJq2imJkNuO6Yg&oe=6657DA40&_nc_sid=0055be
evolving.ai	The home of everything AI ????	TRUE	FALSE	https://www.instagram.com/evolving.ai	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/346508099_253193150631163_8072129161959995031_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=zN9xvrHAH9wQ7kNvgF-D3l6&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYD_3Q-Xpk4S4NGkHSmu7YkHfhXk_JGFI_J0qvgl-jaZsA&oe=6657E04E&_nc_sid=0055be
stubbosfits	Angus	TRUE	FALSE	https://www.instagram.com/stubbosfits	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/432962487_713659300973842_1797965584629730419_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=rmStTtM_IHwQ7kNvgEqCN9e&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYBj0WXNdcHXFj3LdSVuhOBVDqfa3SzR8AbSoj7pDXAo6w&oe=6657E841&_nc_sid=0055be
one_for_education	One For Education	TRUE	FALSE	https://www.instagram.com/one_for_education	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/240638300_1960514427432896_6990558514205230013_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=lrq7uUpQI1cQ7kNvgFsnjby&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYBUOHGfCz5SzVMiLAH0PyYTaCUSv1LStGLZF56wAWVGGg&oe=6657F2A3&_nc_sid=0055be
that.datachick	Data Chick | DS & ML	TRUE	FALSE	https://www.instagram.com/that.datachick	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/359810772_1342332823029381_8292840663388432249_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=IZv7cV6sCZUQ7kNvgHlHVlO&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYAGcDOvF-uH_-9jz-Ywj1DF11zH0qWUEi4Yves-D6nTug&oe=6657DB92&_nc_sid=0055be
developers_in	web development	TRUE	FALSE	https://www.instagram.com/developers_in	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/241728717_153898780250668_3139044747943959705_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=UPkPKciOaoQQ7kNvgHRNjkI&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYDNOzAlfym8CsRFA9qCt_krz3n5oqfZwppw7nXRKxFoDQ&oe=6657FCD9&_nc_sid=0055be
personal_thiagosilva	Thiago Silva | Personal Trainer	TRUE	TRUE	https://www.instagram.com/personal_thiagosilva	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/365862478_3587346268258484_5547389348287171762_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=XfjN7pAy8fIQ7kNvgE67p6C&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYCPskFMHerD1Sc_VrQdk-RYtdsa1hUEJcPu_aUcwkFKKw&oe=6657EA94&_nc_sid=0055be
gree_yogabhyasi	Greesha Dhingra	TRUE	TRUE	https://www.instagram.com/gree_yogabhyasi	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/436270271_1173854940437177_8527250937003386862_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=PcurtW95WRQQ7kNvgGBNPI4&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYCyGw_Tp5zTkTymZEQxNVJ6P14dUKYSAczEcB8kDCIxPg&oe=6657FBF7&_nc_sid=0055be
englishfluencypty	?????????????? ?????????????? ??????	TRUE	FALSE	https://www.instagram.com/englishfluencypty	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/329631426_174088958675069_8990200795164595009_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=F2aclgCw37MQ7kNvgHq1a2b&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYB081O7inNJ13kaz06S6CXTEoLxp-mJvY7oHpV-MCBVag&oe=6657E0FD&_nc_sid=0055be
designsbysanjanaa	Sanjanaa Lalwani | Motion Designer | Logo Animation	TRUE	FALSE	https://www.instagram.com/designsbysanjanaa	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/351743636_977908420296814_6603701667614069021_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=wG7YVh3MFWsQ7kNvgEpp74N&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYBtKNZWapAVaTyZphS_RhZKGZd-0-jYKn58hypDXxGXDw&oe=6658043F&_nc_sid=0055be
baligaurav5	Gaurav Bali	TRUE	FALSE	https://www.instagram.com/baligaurav5	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/297509925_188908696897419_4945833783770697829_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Ed9rpv3AAA8Q7kNvgHlmQ9T&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYDbghA-733mo_Lih47B-GUewdc4DyjimljmZLT_xeeH4Q&oe=6657D8E7&_nc_sid=0055be
marcelodesignx	Marcelo Alejandro Cedeno Velasco	TRUE	TRUE	https://www.instagram.com/marcelodesignx	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/362501017_159670720417228_8036650406805843896_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=YotlGpfgoWEQ7kNvgEiB-UV&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYBk2CDcpMQ5Ns3ycVWqdzFkkLKjw1o5Tn-9P4LHDgejyA&oe=6657F65A&_nc_sid=0055be
invictusvoices	InvictusVoices™	TRUE	FALSE	https://www.instagram.com/invictusvoices	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/435621012_1100498311187533_5097298397436734792_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=dZsb_8M9v_wQ7kNvgFgFFry&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYDWsyyc5WMWmnzSKqy3BEpFd3DAKzs4fa6Kh1JCD5vkhQ&oe=6657E41B&_nc_sid=0055be
hidden.ny	HIDDEN ?	TRUE	TRUE	https://www.instagram.com/hidden.ny	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/119468269_1015655942228146_2178856018071519786_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=ZtXhFEe-j74Q7kNvgFBJ8aS&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYA-UT8aoJ4Q7zIpshxG--vhHXyRhHOWLBRoJm_MfW1FDQ&oe=6657E5C5&_nc_sid=0055be
rubendemonte	Ruben De Monte | yoga - mobility - wellness ????????	TRUE	FALSE	https://www.instagram.com/rubendemonte	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/314018533_1028806375183603_8179178802824190874_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=wT4LNJ6j26AQ7kNvgEtVqbp&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYAaVlmWy1dXOupGZIZnngvDlkRqA3ZCpoWbXyv27hp8NQ&oe=6657D7D7&_nc_sid=0055be
lpuncc23_official	LPU NCC	TRUE	FALSE	https://www.instagram.com/lpuncc23_official	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/368677590_129108546937622_7442380834665531874_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=_vIGjG4V8w4Q7kNvgFHH1jG&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYA4bw_orPrc6ef8bCNyAn_jz-PUxKCB9KETXqfsDMshUA&oe=665804F3&_nc_sid=0055be
ujjwalkhatri_12	Ujjwal Khatri	TRUE	FALSE	https://www.instagram.com/ujjwalkhatri_12	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/273876616_1247644899079789_3231904719226174088_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=olUvNzBWduIQ7kNvgGEhgrV&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYBQymeDtqyCmaq1WdjxEDQja0dtHv_Tt8keRu4x5P08qw&oe=665808EF&_nc_sid=0055be
zeel.careercounselor	First Career Counseling - Zeel Shah Daxini	TRUE	TRUE	https://www.instagram.com/zeel.careercounselor	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/345869955_3588939008018113_1363054564474486887_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=Zwa4ldvwooUQ7kNvgESfdzN&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYD2qknkpb3sDLuhaEMolq5m5QTpPNHuKlixG3awEp4ArA&oe=6657D664&_nc_sid=0055be
dino.serrao	Dino Serrao	TRUE	TRUE	https://www.instagram.com/dino.serrao	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/411871181_1607622926436883_4468165277852089240_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=rVWlDEAfG8UQ7kNvgEeVMCH&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYAJCzx-uQGXqW8BGMZQjInmaovh1IxJbABOsUqkhgA5DA&oe=6657D8FE&_nc_sid=0055be
nick.the.designer	Nick Kutsenko	TRUE	FALSE	https://www.instagram.com/nick.the.designer	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/353091097_1607191296444468_4620819546492149960_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Lw1jIpVi3uMQ7kNvgEKmrWW&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYCetcERmpZ-ho3pS3nvOrcah6Rqyx-4FZyyMXDw5BUzeg&oe=6657DF27&_nc_sid=0055be
davidoldsrei	DAVID OLDS	TRUE	TRUE	https://www.instagram.com/davidoldsrei	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/217814686_911207632791155_1927115026784293549_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=111&_nc_ohc=k9NERaTbo30Q7kNvgGigip6&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYCkWV_llB5W9XSfUQWJuOWtbUKckHMo8vNP8A-HbUJLlQ&oe=6657EAB6&_nc_sid=0055be
adosmind	Adriano Brocca	TRUE	TRUE	https://www.instagram.com/adosmind	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/424686877_1482089422355235_9179866547250706697_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=BBy4hEmigtkQ7kNvgFaGOGL&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYBzNwMWP6RgdmiH4QCiiNRGjJFlSzJGIrJEE12ccfuVJA&oe=6657E2C2&_nc_sid=0055be
pradeeprana109	Pradeep Rana ????	TRUE	FALSE	https://www.instagram.com/pradeeprana109	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/311924677_1144856046150564_8045612524440575957_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=yJAVaWix_OMQ7kNvgHzeCHH&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYAlslH7_-GhEKJoX-7fgGAIa2DTUXpIMXxhPwnB11t96A&oe=6657DA82&_nc_sid=0055be
swagatranjanp	Swagat Ranjan P	TRUE	FALSE	https://www.instagram.com/swagatranjanp	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/135304108_408001963651851_3786188367967342402_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=jFQdAkfzmywQ7kNvgH1zOO2&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYAYAj_UUVgNADW5Shm9MDClOyN1HIjWTY-RbGaVDOpKFQ&oe=66580307&_nc_sid=0055be
_kamaneeya_0511	Kamaneeya	TRUE	FALSE	https://www.instagram.com/_kamaneeya_0511	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/440144691_397278459842992_7558250055014528046_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=wGWrhAQ41IoQ7kNvgFysKDs&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYCDgjL9MvmOEV7sOnL2FIFAId7tCb56HENNLHs-2KCgsg&oe=665803C5&_nc_sid=0055be
annemarie	ANNE-MARIE	TRUE	TRUE	https://www.instagram.com/annemarie	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/436232571_1111919440134391_5409099982276518436_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=ps4VDXCIpyYQ7kNvgFynK-d&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYAKUGw5Z95YIL-zEyCTr3WGh6uwo4agvaOvkozCRYVLBg&oe=6657E4E6&_nc_sid=0055be
taylorswift	Taylor Swift	TRUE	TRUE	https://www.instagram.com/taylorswift	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/432597291_3681183002154789_5473029370098280466_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=v1hkVcdoi6MQ7kNvgHqxpC5&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYB7ZmVzirczLeQ3OYZMuYy2nltqiO-aZ0-RZLzDBQxJiA&oe=6657DF5F&_nc_sid=0055be
romannadolfo	Roman Adolfo	TRUE	FALSE	https://www.instagram.com/romannadolfo	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/431513872_1595054364564315_4102084753051026748_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=BBdNzg5jp48Q7kNvgGLZDN1&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYBb9qUXq4b__SdoO07ol_L5oiOSnVHyk9N6L6wWzWseqA&oe=66580605&_nc_sid=0055be
aaronpaul	Aaron Paul	TRUE	TRUE	https://www.instagram.com/aaronpaul	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/11377798_614300048711932_379106669_a.jpg?_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=GqlRaM3AoGAQ7kNvgGbonkd&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYDaRjkdjjdA3tXl0y1p4hw-waJGlEJnMfgzr3aIFXhz2Q&oe=665807CB&_nc_sid=0055be
breakingbad	Breaking Bad	TRUE	TRUE	https://www.instagram.com/breakingbad	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/82601347_592369534673198_6792429309052059648_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=W1YPKRq5ey4Q7kNvgGgvsw7&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYCNXImU9Pd0yPbQRftffFoIc4j9OlJRLqcLpKBEgJrmGw&oe=6658091A&_nc_sid=0055be
deanjnorris	Dean Norris	TRUE	TRUE	https://www.instagram.com/deanjnorris	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/11350846_1001921763180703_153853305_a.jpg?_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=qqCiHvhD73oQ7kNvgFRDbm5&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYAtkLSBikubHhzcALoUK9mc2jwIpHT7kaGGscLsLYlCNA&oe=6657F5FA&_nc_sid=0055be
classby_jyoti	JYOTI CLASSES	TRUE	FALSE	https://www.instagram.com/classby_jyoti	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/416947164_1564678207781557_2316810076808708762_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=JExTOH69-NYQ7kNvgFglE8g&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYBhQyu33GwygLmWmRtQoJjHsxAipO8ZlfCe-zIAKyicUA&oe=6657F570&_nc_sid=0055be
kunalsig	Kunal Kushwaha	TRUE	FALSE	https://www.instagram.com/kunalsig	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/436447269_1618120709024262_8189941094805256214_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=FJEk2SImTBwQ7kNvgHSk2TH&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYB1ssLmZ1CrqdHBe8mVWnbX-hhDm-mqyDGwMW_MdzYC0w&oe=66580A66&_nc_sid=0055be
unique__kalahandi	Unique Kalahandi	TRUE	FALSE	https://www.instagram.com/unique__kalahandi	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/331523053_702928934632906_5237140093347783573_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=h0tXQdCE14cQ7kNvgGB2htp&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYADTq6T-eeeFm8IJ5o6ZUY9f7u17I9uvXsMVtCduDr5Yw&oe=6657EDE6&_nc_sid=0055be
shubham81096	Shubham Sharma	TRUE	FALSE	https://www.instagram.com/shubham81096	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/51432814_219832195534617_2837988095683461120_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=jA7C7CFhjj4Q7kNvgEW0UpS&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYDxc_ePLL9VzFrGxlySgqOxIiUnoId0rNAfaxLO_iTBug&oe=665805EF&_nc_sid=0055be
pikacodes	Alejandra Thomas	TRUE	TRUE	https://www.instagram.com/pikacodes	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/403923815_840542847758873_7504006341104287712_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=AmWhohC3A3QQ7kNvgFgtC2B&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYCKylQSC_9teY3qCBNjI0SlPw2vzynkP5biLYM_BFLDww&oe=6657FA89&_nc_sid=0055be
wiredengineers	Engineering | Tech | Gadgets	TRUE	FALSE	https://www.instagram.com/wiredengineers	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/370944150_993070051937582_5605143315797612384_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=Xd12ZHFB6xUQ7kNvgGXUgH8&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYB7vdhAnl11u1e4McA1kBXxR1NyhWsy2nfQgN-qaoBqEA&oe=6657D803&_nc_sid=0055be
ivedaddyisssues	s<3	TRUE	FALSE	https://www.instagram.com/ivedaddyisssues	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/429790364_724269889819035_7178160068527533278_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=hi46P-2Z5_EQ7kNvgEtJqwI&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYDUGVS6KmvPz0sLfvraLRowpicrbO8HbHgnmV9miga6Zw&oe=6657D6D2&_nc_sid=0055be
acharya_balkrishna	Acharya Balkrishna	TRUE	TRUE	https://www.instagram.com/acharya_balkrishna	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/302163147_1210034236212907_1017925247509896043_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=NbQBmSQNADAQ7kNvgGmWN-M&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYAZBF2LMGt5CRbktc9XJdrguPTVQhLNHyhvA29EHrJRbQ&oe=6657F8B5&_nc_sid=0055be
insidehistory	Inside History	TRUE	FALSE	https://www.instagram.com/insidehistory	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/277243650_154128153680154_7922303267434718276_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=tnD6uRjna_oQ7kNvgHa0kXN&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYCCPezHn0kqLh1CVG2vcEifTaQt6x3FT8iVPhEMVyc_WQ&oe=6657DF49&_nc_sid=0055be
kaabil.engineer	Atharva Patil	TRUE	FALSE	https://www.instagram.com/kaabil.engineer	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/357633672_293407856490092_6835283348476720644_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=lI7ZORYu_O4Q7kNvgFEsD-4&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYBJmIxnfSYp91uFlzvMk2Nqk3zqtJ9GHDX6_uc4x1XXhQ&oe=6657DDEB&_nc_sid=0055be
piyushmerwal	Piyush Kumar Merwal	TRUE	TRUE	https://www.instagram.com/piyushmerwal	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/332368885_122139453949913_5381175746458932863_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=rgj6wa_TeycQ7kNvgHTGlDy&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYBClgV_3yppzVLsxUx98euaCBDcYyRX1PJXnVs3voaZWA&oe=6657E55F&_nc_sid=0055be
eatcookandliveitup	Eatcookandliveitup Smile	TRUE	FALSE	https://www.instagram.com/eatcookandliveitup	https://instagram.fixc2-1.fna.fbcdn.net/v/t51.2885-19/262528943_638208377358279_3187075949465557540_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=eXcluG2MYS8Q7kNvgFA8X5w&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYDC23elW78FOwF8m7rpHF1VY83_H2yfylNKlB9UPDWakA&oe=6658051C&_nc_sid=0055be
averycyrus	Avery Cyrus ?	TRUE	TRUE	https://www.instagram.com/averycyrus	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/363774201_555942646584870_420706110233573997_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=KH9alKExYCQQ7kNvgHbCJaV&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYAepLhn-hyu5wIDZmVtFQksU6UK6mw-ge0D79zDLKPp6w&oe=6657DCAB&_nc_sid=0055be
senoritasaeva	Dina	TRUE	TRUE	https://www.instagram.com/senoritasaeva	https://instagram.fixc2-2.fna.fbcdn.net/v/t51.2885-19/438960652_3699935120276915_8312586014101382626_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fixc2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=UOPr2a3atx4Q7kNvgEvX5-W&edm=ANg5bX4BAAAA&ccb=7-5&oh=00_AYD5B7FzpTyZbQx-_Bhf9g0VTMOPpnsxRvFu0TWqqOh6bg&oe=6657E7FE&_nc_sid=0055be
